Date,Time,Temperature_F
2025-01-05,08:00 AM,53
2025-01-05,09:00 AM,51
2025-01-05,10:00 AM,50
2025-01-05,11:00 AM,48
2025-01-05,12:00 PM,47
2025-01-05,01:00 PM,45
2025-01-05,02:00 PM,44
2025-01-05,03:00 PM,42
2025-01-05,04:00 PM,40
2025-01-05,05:00 PM,39
2025-01-05,06:00 PM,37
2025-01-05,07:00 PM,36
2025-01-05,08:00 PM,34
2025-01-05,09:00 PM,33
2025-01-05,10:00 PM,31
2025-01-05,11:00 PM,29
2025-01-06,12:00 AM,28
2025-01-06,01:00 AM,26
2025-01-06,02:00 AM,25
2025-01-06,03:00 AM,24
2025-01-06,04:00 AM,23
2025-01-06,05:00 AM,23
2025-01-06,06:00 AM,22
2025-01-06,07:00 AM,22
2025-01-06,08:00 AM,21
2025-01-06,09:00 AM,22
2025-01-06,10:00 AM,23
2025-01-06,11:00 AM,27
2025-01-06,12:00 PM,30
2025-01-06,01:00 PM,33
2025-01-06,02:00 PM,36
2025-01-06,03:00 PM,38
2025-01-06,04:00 PM,40
2025-01-06,05:00 PM,40
2025-01-06,06:00 PM,39
2025-01-06,07:00 PM,36
2025-01-06,08:00 PM,35
2025-01-06,09:00 PM,34
2025-01-06,10:00 PM,32
2025-01-06,11:00 PM,31
2025-01-07,12:00 AM,33
2025-01-07,01:00 AM,32
2025-01-07,02:00 AM,30
2025-01-07,03:00 AM,29
2025-01-07,04:00 AM,27
2025-01-07,05:00 AM,26
2025-01-07,06:00 AM,25
2025-01-07,07:00 AM,25
2025-01-07,08:00 AM,25
2025-01-07,09:00 AM,25
2025-01-07,10:00 AM,25
2025-01-07,11:00 AM,28
2025-01-07,12:00 PM,28
2025-01-07,01:00 PM,32
2025-01-07,02:00 PM,36
2025-01-07,03:00 PM,37
2025-01-07,04:00 PM,39
2025-01-07,05:00 PM,38
2025-01-07,06:00 PM,37
2025-01-07,07:00 PM,35
2025-01-07,08:00 PM,34
2025-01-07,09:00 PM,35
2025-01-07,10:00 PM,35
2025-01-07,11:00 PM,34
2025-01-08,12:00 AM,34
2025-01-08,01:00 AM,33
2025-01-08,02:00 AM,32
2025-01-08,03:00 AM,32
2025-01-08,04:00 AM,31
2025-01-08,05:00 AM,29
2025-01-08,06:00 AM,28
2025-01-08,07:00 AM,29
2025-01-08,08:00 AM,27
2025-01-08,09:00 AM,27
2025-01-08,10:00 AM,29
2025-01-08,11:00 AM,29
2025-01-08,12:00 PM,31
2025-01-08,01:00 PM,35
2025-01-08,02:00 PM,36
2025-01-08,03:00 PM,38
2025-01-08,04:00 PM,40
2025-01-08,05:00 PM,40
2025-01-08,06:00 PM,38
2025-01-08,07:00 PM,36
2025-01-08,08:00 PM,36
2025-01-08,09:00 PM,35
2025-01-08,10:00 PM,31
2025-01-08,11:00 PM,33
2025-01-09,12:00 AM,30
2025-01-09,01:00 AM,34
2025-01-09,02:00 AM,34
2025-01-09,03:00 AM,36
2025-01-09,04:00 AM,36
2025-01-09,05:00 AM,36
2025-01-09,06:00 AM,36
2025-01-09,07:00 AM,36
2025-01-09,08:00 AM,36
2025-01-09,09:00 AM,34
2025-01-09,10:00 AM,31
2025-01-09,11:00 AM,31
2025-01-09,12:00 PM,31
2025-01-09,01:00 PM,32
2025-01-09,02:00 PM,32
2025-01-09,03:00 PM,33
2025-01-09,04:00 PM,33
2025-01-09,05:00 PM,33
2025-01-09,06:00 PM,33
2025-01-09,07:00 PM,33
2025-01-09,08:00 PM,33
2025-01-09,09:00 PM,33
2025-01-09,10:00 PM,33
2025-01-09,11:00 PM,32
2025-01-10,12:00 AM,32
2025-01-10,01:00 AM,32
2025-01-10,02:00 AM,32
2025-01-10,03:00 AM,32
2025-01-10,04:00 AM,32
2025-01-10,05:00 AM,32
2025-01-10,06:00 AM,32
2025-01-10,07:00 AM,31
2025-01-10,08:00 AM,31
2025-01-10,09:00 AM,32
2025-01-10,10:00 AM,32
2025-01-10,11:00 AM,33
2025-01-10,12:00 PM,34
2025-01-10,01:00 PM,35
2025-01-10,02:00 PM,35
2025-01-10,03:00 PM,36
2025-01-10,04:00 PM,37
2025-01-10,05:00 PM,38
2025-01-10,06:00 PM,38
2025-01-10,07:00 PM,37
2025-01-10,08:00 PM,36
2025-01-10,09:00 PM,36
2025-01-10,10:00 PM,34
2025-01-10,11:00 PM,33
2025-01-11,12:00 AM,33
2025-01-11,01:00 AM,31
2025-01-11,02:00 AM,28
2025-01-11,03:00 AM,28
2025-01-11,04:00 AM,27
2025-01-11,05:00 AM,27
2025-01-11,06:00 AM,27
2025-01-11,07:00 AM,24
2025-01-11,08:00 AM,25
2025-01-11,09:00 AM,27
2025-01-11,10:00 AM,32
2025-01-11,11:00 AM,37
2025-01-11,12:00 PM,43
2025-01-11,01:00 PM,47
2025-01-11,02:00 PM,51
2025-01-11,03:00 PM,54
2025-01-11,04:00 PM,54
2025-01-11,05:00 PM,54
2025-01-11,06:00 PM,52
2025-01-11,07:00 PM,50
2025-01-11,08:00 PM,49
2025-01-11,09:00 PM,48
2025-01-11,10:00 PM,48
2025-01-11,11:00 PM,46
2025-01-12,12:00 AM,45
2025-01-12,01:00 AM,44
2025-01-12,02:00 AM,43
2025-01-12,03:00 AM,42
2025-01-12,04:00 AM,40
2025-01-12,05:00 AM,40
2025-01-12,06:00 AM,40
2025-01-12,07:00 AM,37
2025-01-12,08:00 AM,35
2025-01-12,09:00 AM,35
2025-01-12,10:00 AM,40
2025-01-12,11:00 AM,42
2025-01-12,12:00 PM,45
2025-01-12,01:00 PM,49
2025-01-12,02:00 PM,50
2025-01-12,03:00 PM,52
2025-01-12,04:00 PM,51
2025-01-12,05:00 PM,52
2025-01-12,06:00 PM,50
2025-01-12,07:00 PM,46
2025-01-12,08:00 PM,44
2025-01-12,09:00 PM,43
2025-01-12,10:00 PM,41
2025-01-12,11:00 PM,42
2025-01-13,12:00 AM,42
2025-01-13,01:00 AM,40
2025-01-13,02:00 AM,39
2025-01-13,03:00 AM,39
2025-01-13,04:00 AM,37
2025-01-13,05:00 AM,34
2025-01-13,06:00 AM,33
2025-01-13,07:00 AM,31
2025-01-13,08:00 AM,30
2025-01-13,09:00 AM,30
2025-01-13,10:00 AM,35
2025-01-13,11:00 AM,37
2025-01-13,12:00 PM,41
2025-01-13,01:00 PM,44
2025-01-13,02:00 PM,46
2025-01-13,03:00 PM,49
2025-01-13,04:00 PM,51
2025-01-13,05:00 PM,51
2025-01-13,06:00 PM,49
2025-01-13,07:00 PM,44
2025-01-13,08:00 PM,40
2025-01-13,09:00 PM,41
2025-01-13,10:00 PM,41
2025-01-13,11:00 PM,39
2025-01-14,12:00 AM,39
2025-01-14,01:00 AM,37
2025-01-14,02:00 AM,38
2025-01-14,03:00 AM,35
2025-01-14,04:00 AM,34
2025-01-14,05:00 AM,34
2025-01-14,06:00 AM,31
2025-01-14,07:00 AM,30
2025-01-14,08:00 AM,31
2025-01-14,09:00 AM,31
2025-01-14,10:00 AM,37
2025-01-14,11:00 AM,43
2025-01-14,12:00 PM,47
2025-01-14,01:00 PM,50
2025-01-14,02:00 PM,53
2025-01-14,03:00 PM,54
2025-01-14,04:00 PM,54
2025-01-14,05:00 PM,56
2025-01-14,06:00 PM,55
2025-01-14,07:00 PM,51
2025-01-14,08:00 PM,48
2025-01-14,09:00 PM,47
2025-01-14,10:00 PM,44
2025-01-14,11:00 PM,43
2025-01-15,12:00 AM,41
2025-01-15,01:00 AM,39
2025-01-15,02:00 AM,37
2025-01-15,03:00 AM,37
2025-01-15,04:00 AM,37
2025-01-15,05:00 AM,37
2025-01-15,06:00 AM,34
2025-01-15,07:00 AM,34
2025-01-15,08:00 AM,33
2025-01-15,09:00 AM,35
2025-01-15,10:00 AM,41
2025-01-15,11:00 AM,46
2025-01-15,12:00 PM,50
2025-01-15,01:00 PM,53
2025-01-15,02:00 PM,56
2025-01-15,03:00 PM,59
2025-01-15,04:00 PM,61
2025-01-15,05:00 PM,60
2025-01-15,06:00 PM,58
2025-01-15,07:00 PM,52
2025-01-15,08:00 PM,50
2025-01-15,09:00 PM,48
2025-01-15,10:00 PM,47
2025-01-15,11:00 PM,46
2025-01-16,12:00 AM,45
2025-01-16,01:00 AM,42
2025-01-16,02:00 AM,38
2025-01-16,03:00 AM,38
2025-01-16,04:00 AM,35
2025-01-16,05:00 AM,36
2025-01-16,06:00 AM,36
2025-01-16,07:00 AM,36
2025-01-16,08:00 AM,35
2025-01-16,09:00 AM,38
2025-01-16,10:00 AM,42
2025-01-16,11:00 AM,47
2025-01-16,12:00 PM,53
2025-01-16,01:00 PM,56
2025-01-16,02:00 PM,60
2025-01-16,03:00 PM,62
2025-01-16,04:00 PM,62
2025-01-16,05:00 PM,62
2025-01-16,06:00 PM,60
2025-01-16,07:00 PM,56
2025-01-16,08:00 PM,53
2025-01-16,09:00 PM,50
2025-01-16,10:00 PM,48
2025-01-16,11:00 PM,46
2025-01-17,12:00 AM,44
2025-01-17,01:00 AM,42
2025-01-17,02:00 AM,42
2025-01-17,03:00 AM,46
2025-01-17,04:00 AM,44
2025-01-17,05:00 AM,45
2025-01-17,06:00 AM,45
2025-01-17,07:00 AM,46
2025-01-17,08:00 AM,48
2025-01-17,09:00 AM,48
2025-01-17,10:00 AM,50
2025-01-17,11:00 AM,52
2025-01-17,12:00 PM,55
2025-01-17,01:00 PM,56
2025-01-17,02:00 PM,56
2025-01-17,03:00 PM,58
2025-01-17,04:00 PM,61
2025-01-17,05:00 PM,63
2025-01-17,06:00 PM,62
2025-01-17,07:00 PM,59
2025-01-17,08:00 PM,59
2025-01-17,09:00 PM,60
2025-01-17,10:00 PM,61
2025-01-17,11:00 PM,60
2025-01-18,12:00 AM,62
2025-01-18,01:00 AM,57
2025-01-18,02:00 AM,51
2025-01-18,03:00 AM,48
2025-01-18,04:00 AM,45
2025-01-18,05:00 AM,43
2025-01-18,06:00 AM,42
2025-01-18,07:00 AM,41
2025-01-18,08:00 AM,40
2025-01-18,09:00 AM,40
2025-01-18,10:00 AM,41
2025-01-18,11:00 AM,43
2025-01-18,12:00 PM,44
2025-01-18,01:00 PM,45
2025-01-18,02:00 PM,47
2025-01-18,03:00 PM,47
2025-01-18,04:00 PM,48
2025-01-18,05:00 PM,48
2025-01-18,06:00 PM,46
2025-01-18,07:00 PM,43
2025-01-18,08:00 PM,40
2025-01-18,09:00 PM,37
2025-01-18,10:00 PM,33
2025-01-18,11:00 PM,31
2025-01-19,12:00 AM,29
2025-01-19,01:00 AM,28
2025-01-19,02:00 AM,28
2025-01-19,03:00 AM,27
2025-01-19,04:00 AM,26
2025-01-19,05:00 AM,24
2025-01-19,06:00 AM,24
2025-01-19,07:00 AM,23
2025-01-19,08:00 AM,22
2025-01-19,09:00 AM,22
2025-01-19,10:00 AM,23
2025-01-19,11:00 AM,26
2025-01-19,12:00 PM,28
2025-01-19,01:00 PM,30
2025-01-19,02:00 PM,32
2025-01-19,03:00 PM,32
2025-01-19,04:00 PM,34
2025-01-19,05:00 PM,34
2025-01-19,06:00 PM,32
2025-01-19,07:00 PM,30
2025-01-19,08:00 PM,27
2025-01-19,09:00 PM,26
2025-01-19,10:00 PM,25
2025-01-19,11:00 PM,25
2025-01-20,12:00 AM,24
2025-01-20,01:00 AM,22
2025-01-20,02:00 AM,25
2025-01-20,03:00 AM,25
2025-01-20,04:00 AM,24
2025-01-20,05:00 AM,23
2025-01-20,06:00 AM,22
2025-01-20,07:00 AM,23
2025-01-20,08:00 AM,23
2025-01-20,09:00 AM,24
2025-01-20,10:00 AM,24
2025-01-20,11:00 AM,25
2025-01-20,12:00 PM,27
2025-01-20,01:00 PM,31
2025-01-20,02:00 PM,32
2025-01-20,03:00 PM,33
2025-01-20,04:00 PM,33
2025-01-20,05:00 PM,32
2025-01-20,06:00 PM,33
2025-01-20,07:00 PM,32
2025-01-20,08:00 PM,32
2025-01-20,09:00 PM,32
2025-01-20,10:00 PM,31
2025-01-20,11:00 PM,31
2025-01-21,12:00 AM,31
2025-01-21,01:00 AM,29
2025-01-21,02:00 AM,28
2025-01-21,03:00 AM,26
2025-01-21,04:00 AM,27
2025-01-21,05:00 AM,26
2025-01-21,06:00 AM,26
2025-01-21,07:00 AM,25
2025-01-21,08:00 AM,24
2025-01-21,09:00 AM,21
2025-01-21,10:00 AM,23
2025-01-21,11:00 AM,25
2025-01-21,12:00 PM,28
2025-01-21,01:00 PM,29
2025-01-21,02:00 PM,30
2025-01-21,03:00 PM,31
2025-01-21,04:00 PM,32
2025-01-21,05:00 PM,33
2025-01-21,06:00 PM,33
2025-01-21,07:00 PM,29
2025-01-21,08:00 PM,27
2025-01-21,09:00 PM,26
2025-01-21,10:00 PM,25
2025-01-21,11:00 PM,26
2025-01-22,12:00 AM,25
2025-01-22,01:00 AM,26
2025-01-22,02:00 AM,25
2025-01-22,03:00 AM,25
2025-01-22,04:00 AM,24
2025-01-22,05:00 AM,25
2025-01-22,06:00 AM,25
2025-01-22,07:00 AM,25
2025-01-22,08:00 AM,26
2025-01-22,09:00 AM,26
2025-01-22,10:00 AM,29
2025-01-22,11:00 AM,34
2025-01-22,12:00 PM,38
2025-01-22,01:00 PM,42
2025-01-22,02:00 PM,45
2025-01-22,03:00 PM,48
2025-01-22,04:00 PM,49
2025-01-22,05:00 PM,51
2025-01-22,06:00 PM,49
2025-01-22,07:00 PM,45
2025-01-22,08:00 PM,42
2025-01-22,09:00 PM,39
2025-01-22,10:00 PM,38
2025-01-22,11:00 PM,37
2025-01-23,12:00 AM,35
2025-01-23,01:00 AM,35
2025-01-23,02:00 AM,33
2025-01-23,03:00 AM,31
2025-01-23,04:00 AM,30
2025-01-23,05:00 AM,29
2025-01-23,06:00 AM,29
2025-01-23,07:00 AM,28
2025-01-23,08:00 AM,31
2025-01-23,09:00 AM,32
2025-01-23,10:00 AM,36
2025-01-23,11:00 AM,40
2025-01-23,12:00 PM,44
2025-01-23,01:00 PM,46
2025-01-23,02:00 PM,49
2025-01-23,03:00 PM,50
2025-01-23,04:00 PM,50
2025-01-23,05:00 PM,50
2025-01-23,06:00 PM,49
2025-01-23,07:00 PM,46
2025-01-23,08:00 PM,43
2025-01-23,09:00 PM,41
2025-01-23,10:00 PM,38
2025-01-23,11:00 PM,37
2025-01-24,12:00 AM,34
2025-01-24,01:00 AM,35
2025-01-24,02:00 AM,33
2025-01-24,03:00 AM,28
2025-01-24,04:00 AM,30
2025-01-24,05:00 AM,27
2025-01-24,06:00 AM,25
2025-01-24,07:00 AM,25
2025-01-24,08:00 AM,24
2025-01-24,09:00 AM,26
2025-01-24,10:00 AM,35
2025-01-24,11:00 AM,43
2025-01-24,12:00 PM,48
2025-01-24,01:00 PM,52
2025-01-24,02:00 PM,55
2025-01-24,03:00 PM,56
2025-01-24,04:00 PM,57
2025-01-24,05:00 PM,58
2025-01-24,06:00 PM,55
2025-01-24,07:00 PM,51
2025-01-24,08:00 PM,50
2025-01-24,09:00 PM,48
2025-01-24,10:00 PM,47
2025-01-24,11:00 PM,47
2025-01-25,12:00 AM,47
2025-01-25,01:00 AM,45
2025-01-25,02:00 AM,45
2025-01-25,03:00 AM,43
2025-01-25,04:00 AM,42
2025-01-25,05:00 AM,40
2025-01-25,06:00 AM,40
2025-01-25,07:00 AM,40
2025-01-25,08:00 AM,37
2025-01-25,09:00 AM,37
2025-01-25,10:00 AM,41
2025-01-25,11:00 AM,46
2025-01-25,12:00 PM,50
2025-01-25,01:00 PM,53
2025-01-25,02:00 PM,56
2025-01-25,03:00 PM,58
2025-01-25,04:00 PM,57
2025-01-25,05:00 PM,57
2025-01-25,06:00 PM,55
2025-01-25,07:00 PM,55
2025-01-25,08:00 PM,54
2025-01-25,09:00 PM,52
2025-01-25,10:00 PM,51
2025-01-25,11:00 PM,51
2025-01-26,12:00 AM,50
2025-01-26,01:00 AM,50
2025-01-26,02:00 AM,49
2025-01-26,03:00 AM,49
2025-01-26,04:00 AM,49
2025-01-26,05:00 AM,49
2025-01-26,06:00 AM,49
2025-01-26,07:00 AM,49
2025-01-26,08:00 AM,49
2025-01-26,09:00 AM,49
2025-01-26,10:00 AM,49
2025-01-26,11:00 AM,49
2025-01-26,12:00 PM,50
2025-01-26,01:00 PM,49
2025-01-26,02:00 PM,47
2025-01-26,03:00 PM,45
2025-01-26,04:00 PM,44
2025-01-26,05:00 PM,44
2025-01-26,06:00 PM,43
2025-01-26,07:00 PM,43
2025-01-26,08:00 PM,43
2025-01-26,09:00 PM,43
2025-01-26,10:00 PM,42
2025-01-26,11:00 PM,42
2025-01-27,12:00 AM,42
2025-01-27,01:00 AM,42
2025-01-27,02:00 AM,42
2025-01-27,03:00 AM,40
2025-01-27,04:00 AM,37
2025-01-27,05:00 AM,35
2025-01-27,06:00 AM,33
2025-01-27,07:00 AM,32
2025-01-27,08:00 AM,32
2025-01-27,09:00 AM,32
2025-01-27,10:00 AM,34
2025-01-27,11:00 AM,37
2025-01-27,12:00 PM,42
2025-01-27,01:00 PM,44
2025-01-27,02:00 PM,47
2025-01-27,03:00 PM,50
2025-01-27,04:00 PM,51
2025-01-27,05:00 PM,52
2025-01-27,06:00 PM,52
2025-01-27,07:00 PM,50
2025-01-27,08:00 PM,49
2025-01-27,09:00 PM,49
2025-01-27,10:00 PM,49
2025-01-27,11:00 PM,48
2025-01-28,12:00 AM,49
2025-01-28,01:00 AM,49
2025-01-28,02:00 AM,49
2025-01-28,03:00 AM,49
2025-01-28,04:00 AM,49
2025-01-28,05:00 AM,49
2025-01-28,06:00 AM,49
2025-01-28,07:00 AM,49
2025-01-28,08:00 AM,48
2025-01-28,09:00 AM,49
2025-01-28,10:00 AM,50
2025-01-28,11:00 AM,52
2025-01-28,12:00 PM,53
2025-01-28,01:00 PM,55
2025-01-28,02:00 PM,57
2025-01-28,03:00 PM,57
2025-01-28,04:00 PM,57
2025-01-28,05:00 PM,59
2025-01-28,06:00 PM,58
2025-01-28,07:00 PM,57
2025-01-28,08:00 PM,56
2025-01-28,09:00 PM,56
2025-01-28,10:00 PM,55
2025-01-28,11:00 PM,55
2025-01-29,12:00 AM,56
2025-01-29,01:00 AM,54
2025-01-29,02:00 AM,54
2025-01-29,03:00 AM,54
2025-01-29,04:00 AM,54
2025-01-29,05:00 AM,53
2025-01-29,06:00 AM,52
2025-01-29,07:00 AM,52
2025-01-29,08:00 AM,53
2025-01-29,09:00 AM,53
2025-01-29,10:00 AM,53
2025-01-29,11:00 AM,54
2025-01-29,12:00 PM,56
2025-01-29,01:00 PM,56
2025-01-29,02:00 PM,57
2025-01-29,03:00 PM,58
2025-01-29,04:00 PM,58
