Date,Time,Temperature_F
2025-01-29,05:00 PM,58
2025-01-29,06:00 PM,59
2025-01-29,07:00 PM,59
2025-01-29,08:00 PM,60
2025-01-29,09:00 PM,61
2025-01-29,10:00 PM,61
2025-01-29,11:00 PM,60
2025-01-30,12:00 AM,60
2025-01-30,01:00 AM,60
2025-01-30,02:00 AM,59
2025-01-30,03:00 AM,58
2025-01-30,04:00 AM,58
2025-01-30,05:00 AM,56
2025-01-30,06:00 AM,57
2025-01-30,07:00 AM,57
2025-01-30,08:00 AM,56
2025-01-30,09:00 AM,56
2025-01-30,10:00 AM,57
2025-01-30,11:00 AM,57
2025-01-30,12:00 PM,59
2025-01-30,01:00 PM,63
2025-01-30,02:00 PM,64
2025-01-30,03:00 PM,67
2025-01-30,04:00 PM,67
2025-01-30,05:00 PM,69
2025-01-30,06:00 PM,66
2025-01-30,07:00 PM,62
2025-01-30,08:00 PM,62
2025-01-30,09:00 PM,62
2025-01-30,10:00 PM,60
2025-01-30,11:00 PM,56
2025-01-31,12:00 AM,54
2025-01-31,01:00 AM,52
2025-01-31,02:00 AM,53
2025-01-31,03:00 AM,52
2025-01-31,04:00 AM,53
2025-01-31,05:00 AM,51
2025-01-31,06:00 AM,50
2025-01-31,07:00 AM,48
2025-01-31,08:00 AM,48
2025-01-31,09:00 AM,48
2025-01-31,10:00 AM,50
2025-01-31,11:00 AM,53
2025-01-31,12:00 PM,56
2025-01-31,01:00 PM,60
2025-01-31,02:00 PM,61
2025-01-31,03:00 PM,64
2025-01-31,04:00 PM,65
2025-01-31,05:00 PM,66
2025-01-31,06:00 PM,65
2025-01-31,07:00 PM,63
2025-01-31,08:00 PM,61
2025-01-31,09:00 PM,60
2025-01-31,10:00 PM,56
2025-01-31,11:00 PM,52
2025-02-01,12:00 AM,48
2025-02-01,01:00 AM,48
2025-02-01,02:00 AM,47
2025-02-01,03:00 AM,46
2025-02-01,04:00 AM,43
2025-02-01,05:00 AM,42
2025-02-01,06:00 AM,40
2025-02-01,07:00 AM,40
2025-02-01,08:00 AM,38
2025-02-01,09:00 AM,41
2025-02-01,10:00 AM,47
2025-02-01,11:00 AM,54
2025-02-01,12:00 PM,58
2025-02-01,01:00 PM,62
2025-02-01,02:00 PM,66
2025-02-01,03:00 PM,68
2025-02-01,04:00 PM,70
2025-02-01,05:00 PM,70
2025-02-01,06:00 PM,69
2025-02-01,07:00 PM,66
2025-02-01,08:00 PM,63
2025-02-01,09:00 PM,61
2025-02-01,10:00 PM,59
2025-02-01,11:00 PM,60
2025-02-02,12:00 AM,58
2025-02-02,01:00 AM,57
2025-02-02,02:00 AM,56
2025-02-02,03:00 AM,54
2025-02-02,04:00 AM,50
2025-02-02,05:00 AM,49
2025-02-02,06:00 AM,48
2025-02-02,07:00 AM,50
2025-02-02,08:00 AM,49
2025-02-02,09:00 AM,49
2025-02-02,10:00 AM,54
2025-02-02,11:00 AM,60
2025-02-02,12:00 PM,67
2025-02-02,01:00 PM,71
2025-02-02,02:00 PM,74
2025-02-02,03:00 PM,75
2025-02-02,04:00 PM,77
2025-02-02,05:00 PM,78
2025-02-02,06:00 PM,76
2025-02-02,07:00 PM,72
2025-02-02,08:00 PM,70
2025-02-02,09:00 PM,69
2025-02-02,10:00 PM,68
2025-02-02,11:00 PM,68
2025-02-03,12:00 AM,65
2025-02-03,01:00 AM,63
2025-02-03,02:00 AM,62
2025-02-03,03:00 AM,61
2025-02-03,04:00 AM,60
2025-02-03,05:00 AM,58
2025-02-03,06:00 AM,58
2025-02-03,07:00 AM,58
2025-02-03,08:00 AM,57
2025-02-03,09:00 AM,57
2025-02-03,10:00 AM,61
2025-02-03,11:00 AM,66
2025-02-03,12:00 PM,72
2025-02-03,01:00 PM,75
2025-02-03,02:00 PM,79
2025-02-03,03:00 PM,82
2025-02-03,04:00 PM,83
2025-02-03,05:00 PM,83
2025-02-03,06:00 PM,80
2025-02-03,07:00 PM,78
2025-02-03,08:00 PM,74
2025-02-03,09:00 PM,71
2025-02-03,10:00 PM,70
2025-02-03,11:00 PM,69
2025-02-04,12:00 AM,64
2025-02-04,01:00 AM,66
2025-02-04,02:00 AM,67
2025-02-04,03:00 AM,65
2025-02-04,04:00 AM,65
2025-02-04,05:00 AM,65
2025-02-04,06:00 AM,67
2025-02-04,07:00 AM,66
2025-02-04,08:00 AM,67
2025-02-04,09:00 AM,67
2025-02-04,10:00 AM,66
2025-02-04,11:00 AM,63
2025-02-04,12:00 PM,54
2025-02-04,01:00 PM,52
2025-02-04,02:00 PM,53
2025-02-04,03:00 PM,53
2025-02-04,04:00 PM,52
2025-02-04,05:00 PM,53
2025-02-04,06:00 PM,53
2025-02-04,07:00 PM,51
2025-02-04,08:00 PM,50
2025-02-04,09:00 PM,50
2025-02-04,10:00 PM,50
2025-02-04,11:00 PM,50
2025-02-05,12:00 AM,49
2025-02-05,01:00 AM,49
2025-02-05,02:00 AM,48
2025-02-05,03:00 AM,48
2025-02-05,04:00 AM,48
2025-02-05,05:00 AM,48
2025-02-05,06:00 AM,47
2025-02-05,07:00 AM,47
2025-02-05,08:00 AM,48
2025-02-05,09:00 AM,48
2025-02-05,10:00 AM,49
2025-02-05,11:00 AM,50
2025-02-05,12:00 PM,51
2025-02-05,01:00 PM,52
2025-02-05,02:00 PM,56
2025-02-05,03:00 PM,61
2025-02-05,04:00 PM,68
2025-02-05,05:00 PM,72
2025-02-05,06:00 PM,73
2025-02-05,07:00 PM,73
2025-02-05,08:00 PM,71
2025-02-05,09:00 PM,70
2025-02-05,10:00 PM,69
2025-02-05,11:00 PM,68
2025-02-06,12:00 AM,67
2025-02-06,01:00 AM,66
2025-02-06,02:00 AM,63
2025-02-06,03:00 AM,66
2025-02-06,04:00 AM,65
2025-02-06,05:00 AM,65
2025-02-06,06:00 AM,67
2025-02-06,07:00 AM,67
2025-02-06,08:00 AM,65
2025-02-06,09:00 AM,65
2025-02-06,10:00 AM,66
2025-02-06,11:00 AM,69
2025-02-06,12:00 PM,74
2025-02-06,01:00 PM,78
2025-02-06,02:00 PM,80
2025-02-06,03:00 PM,82
2025-02-06,04:00 PM,83
2025-02-06,05:00 PM,82
2025-02-06,06:00 PM,82
2025-02-06,07:00 PM,77
2025-02-06,08:00 PM,69
2025-02-06,09:00 PM,65
2025-02-06,10:00 PM,57
2025-02-06,11:00 PM,53
2025-02-07,12:00 AM,51
2025-02-07,01:00 AM,50
2025-02-07,02:00 AM,51
2025-02-07,03:00 AM,51
2025-02-07,04:00 AM,52
2025-02-07,05:00 AM,53
2025-02-07,06:00 AM,53
2025-02-07,07:00 AM,54
2025-02-07,08:00 AM,55
2025-02-07,09:00 AM,56
2025-02-07,10:00 AM,56
2025-02-07,11:00 AM,57
2025-02-07,12:00 PM,58
2025-02-07,01:00 PM,58
2025-02-07,02:00 PM,59
2025-02-07,03:00 PM,60
2025-02-07,04:00 PM,60
2025-02-07,05:00 PM,61
2025-02-07,06:00 PM,62
2025-02-07,07:00 PM,62
2025-02-07,08:00 PM,63
2025-02-07,09:00 PM,64
2025-02-07,10:00 PM,64
2025-02-07,11:00 PM,65
2025-02-08,12:00 AM,66
2025-02-08,01:00 AM,66
2025-02-08,02:00 AM,67
2025-02-08,03:00 AM,68
2025-02-08,04:00 AM,68
2025-02-08,05:00 AM,69
2025-02-08,06:00 AM,68
2025-02-08,07:00 AM,69
2025-02-08,08:00 AM,69
2025-02-08,09:00 AM,69
2025-02-08,10:00 AM,72
2025-02-08,11:00 AM,75
2025-02-08,12:00 PM,79
2025-02-08,01:00 PM,81
2025-02-08,02:00 PM,84
2025-02-08,03:00 PM,85
2025-02-08,04:00 PM,78
2025-02-08,05:00 PM,67
2025-02-08,06:00 PM,61
2025-02-08,07:00 PM,57
2025-02-08,08:00 PM,55
2025-02-08,09:00 PM,51
2025-02-08,10:00 PM,50
2025-02-08,11:00 PM,49
2025-02-09,12:00 AM,48
2025-02-09,01:00 AM,49
2025-02-09,02:00 AM,49
2025-02-09,03:00 AM,49
2025-02-09,04:00 AM,50
2025-02-09,05:00 AM,50
2025-02-09,06:00 AM,49
2025-02-09,07:00 AM,49
2025-02-09,08:00 AM,48
2025-02-09,09:00 AM,47
2025-02-09,10:00 AM,47
2025-02-09,11:00 AM,47
2025-02-09,12:00 PM,45
2025-02-09,01:00 PM,46
2025-02-09,02:00 PM,47
2025-02-09,03:00 PM,46
2025-02-09,04:00 PM,45
2025-02-09,05:00 PM,45
2025-02-09,06:00 PM,43
2025-02-09,07:00 PM,43
2025-02-09,08:00 PM,43
2025-02-09,09:00 PM,43
2025-02-09,10:00 PM,43
2025-02-09,11:00 PM,43
2025-02-10,12:00 AM,43
2025-02-10,01:00 AM,42
2025-02-10,02:00 AM,42
2025-02-10,03:00 AM,43
2025-02-10,04:00 AM,43
2025-02-10,05:00 AM,42
2025-02-10,06:00 AM,42
2025-02-10,07:00 AM,42
2025-02-10,08:00 AM,42
2025-02-10,09:00 AM,42
2025-02-10,10:00 AM,41
2025-02-10,11:00 AM,40
2025-02-10,12:00 PM,41
2025-02-10,01:00 PM,42
2025-02-10,02:00 PM,42
2025-02-10,03:00 PM,41
2025-02-10,04:00 PM,42
2025-02-10,05:00 PM,42
2025-02-10,06:00 PM,42
2025-02-10,07:00 PM,42
2025-02-10,08:00 PM,42
2025-02-10,09:00 PM,42
2025-02-10,10:00 PM,42
2025-02-10,11:00 PM,42
2025-02-11,12:00 AM,43
2025-02-11,01:00 AM,43
2025-02-11,02:00 AM,43
2025-02-11,03:00 AM,43
2025-02-11,04:00 AM,42
2025-02-11,05:00 AM,42
2025-02-11,06:00 AM,42
2025-02-11,07:00 AM,42
2025-02-11,08:00 AM,42
2025-02-11,09:00 AM,43
2025-02-11,10:00 AM,42
2025-02-11,11:00 AM,43
2025-02-11,12:00 PM,44
2025-02-11,01:00 PM,44
2025-02-11,02:00 PM,44
2025-02-11,03:00 PM,44
2025-02-11,04:00 PM,44
2025-02-11,05:00 PM,45
2025-02-11,06:00 PM,44
2025-02-11,07:00 PM,43
2025-02-11,08:00 PM,42
2025-02-11,09:00 PM,43
2025-02-11,10:00 PM,42
2025-02-11,11:00 PM,43
2025-02-12,12:00 AM,43
2025-02-12,01:00 AM,42
2025-02-12,02:00 AM,42
2025-02-12,03:00 AM,40
2025-02-12,04:00 AM,40
2025-02-12,05:00 AM,40
2025-02-12,06:00 AM,41
2025-02-12,07:00 AM,41
2025-02-12,08:00 AM,40
2025-02-12,09:00 AM,40
2025-02-12,10:00 AM,40
2025-02-12,11:00 AM,40
2025-02-12,12:00 PM,40
2025-02-12,01:00 PM,41
2025-02-12,02:00 PM,43
2025-02-12,03:00 PM,44
2025-02-12,04:00 PM,43
2025-02-12,05:00 PM,40
2025-02-12,06:00 PM,39
2025-02-12,07:00 PM,38
2025-02-12,08:00 PM,36
2025-02-12,09:00 PM,35
2025-02-12,10:00 PM,33
2025-02-12,11:00 PM,31
2025-02-13,12:00 AM,30
2025-02-13,01:00 AM,30
2025-02-13,02:00 AM,28
2025-02-13,03:00 AM,28
2025-02-13,04:00 AM,27
2025-02-13,05:00 AM,26
2025-02-13,06:00 AM,24
2025-02-13,07:00 AM,23
2025-02-13,08:00 AM,22
2025-02-13,09:00 AM,22
2025-02-13,10:00 AM,24
2025-02-13,11:00 AM,26
2025-02-13,12:00 PM,28
2025-02-13,01:00 PM,32
2025-02-13,02:00 PM,34
2025-02-13,03:00 PM,36
2025-02-13,04:00 PM,36
2025-02-13,05:00 PM,37
2025-02-13,06:00 PM,36
2025-02-13,07:00 PM,36
2025-02-13,08:00 PM,35
2025-02-13,09:00 PM,35
2025-02-13,10:00 PM,35
2025-02-13,11:00 PM,35
2025-02-14,12:00 AM,35
2025-02-14,01:00 AM,36
2025-02-14,02:00 AM,37
2025-02-14,03:00 AM,37
2025-02-14,04:00 AM,37
2025-02-14,05:00 AM,37
2025-02-14,06:00 AM,38
2025-02-14,07:00 AM,38
2025-02-14,08:00 AM,38
2025-02-14,09:00 AM,38
2025-02-14,10:00 AM,40
2025-02-14,11:00 AM,43
2025-02-14,12:00 PM,47
2025-02-14,01:00 PM,49
2025-02-14,02:00 PM,53
2025-02-14,03:00 PM,53
2025-02-14,04:00 PM,52
2025-02-14,05:00 PM,51
2025-02-14,06:00 PM,49
2025-02-14,07:00 PM,49
2025-02-14,08:00 PM,49
2025-02-14,09:00 PM,48
2025-02-14,10:00 PM,47
2025-02-14,11:00 PM,47
2025-02-15,12:00 AM,47
2025-02-15,01:00 AM,47
2025-02-15,02:00 AM,47
2025-02-15,03:00 AM,47
2025-02-15,04:00 AM,47
2025-02-15,05:00 AM,47
2025-02-15,06:00 AM,47
2025-02-15,07:00 AM,47
2025-02-15,08:00 AM,48
2025-02-15,09:00 AM,48
2025-02-15,10:00 AM,49
2025-02-15,11:00 AM,51
2025-02-15,12:00 PM,54
2025-02-15,01:00 PM,59
2025-02-15,02:00 PM,62
2025-02-15,03:00 PM,65
2025-02-15,04:00 PM,69
2025-02-15,05:00 PM,70
2025-02-15,06:00 PM,58
2025-02-15,07:00 PM,51
2025-02-15,08:00 PM,47
2025-02-15,09:00 PM,45
2025-02-15,10:00 PM,42
2025-02-15,11:00 PM,39
2025-02-16,12:00 AM,36
2025-02-16,01:00 AM,35
2025-02-16,02:00 AM,34
2025-02-16,03:00 AM,34
2025-02-16,04:00 AM,33
2025-02-16,05:00 AM,31
2025-02-16,06:00 AM,31
2025-02-16,07:00 AM,30
2025-02-16,08:00 AM,30
2025-02-16,09:00 AM,30
2025-02-16,10:00 AM,32
2025-02-16,11:00 AM,35
2025-02-16,12:00 PM,37
2025-02-16,01:00 PM,39
2025-02-16,02:00 PM,42
2025-02-16,03:00 PM,43
2025-02-16,04:00 PM,46
2025-02-16,05:00 PM,46
2025-02-16,06:00 PM,45
2025-02-16,07:00 PM,43
2025-02-16,08:00 PM,39
2025-02-16,09:00 PM,38
2025-02-16,10:00 PM,36
2025-02-16,11:00 PM,38
2025-02-17,12:00 AM,34
2025-02-17,01:00 AM,33
2025-02-17,02:00 AM,35
2025-02-17,03:00 AM,31
2025-02-17,04:00 AM,33
2025-02-17,05:00 AM,32
2025-02-17,06:00 AM,31
2025-02-17,07:00 AM,31
2025-02-17,08:00 AM,30
2025-02-17,09:00 AM,33
2025-02-17,10:00 AM,36
2025-02-17,11:00 AM,40
2025-02-17,12:00 PM,43
2025-02-17,01:00 PM,47
2025-02-17,02:00 PM,50
2025-02-17,03:00 PM,52
2025-02-17,04:00 PM,54
2025-02-17,05:00 PM,56
2025-02-17,06:00 PM,56
2025-02-17,07:00 PM,54
2025-02-17,08:00 PM,53
2025-02-17,09:00 PM,50
2025-02-17,10:00 PM,51
2025-02-17,11:00 PM,49
2025-02-18,12:00 AM,49
2025-02-18,01:00 AM,50
2025-02-18,02:00 AM,51
2025-02-18,03:00 AM,51
2025-02-18,04:00 AM,51
2025-02-18,05:00 AM,51
2025-02-18,06:00 AM,49
2025-02-18,07:00 AM,49
2025-02-18,08:00 AM,47
2025-02-18,09:00 AM,48
2025-02-18,10:00 AM,48
2025-02-18,11:00 AM,50
2025-02-18,12:00 PM,50
2025-02-18,01:00 PM,50
2025-02-18,02:00 PM,43
2025-02-18,03:00 PM,40
2025-02-18,04:00 PM,38
2025-02-18,05:00 PM,34
2025-02-18,06:00 PM,32
2025-02-18,07:00 PM,30
2025-02-18,08:00 PM,26
2025-02-18,09:00 PM,24
2025-02-18,10:00 PM,21
2025-02-18,11:00 PM,20
2025-02-19,12:00 AM,20
2025-02-19,01:00 AM,19
2025-02-19,02:00 AM,18
2025-02-19,03:00 AM,17
2025-02-19,04:00 AM,16
2025-02-19,05:00 AM,16
2025-02-19,06:00 AM,15
2025-02-19,07:00 AM,14
2025-02-19,08:00 AM,13
2025-02-19,09:00 AM,13
2025-02-19,10:00 AM,13
2025-02-19,11:00 AM,14
2025-02-19,12:00 PM,14
2025-02-19,01:00 PM,16
2025-02-19,02:00 PM,18
2025-02-19,03:00 PM,19
2025-02-19,04:00 PM,23
2025-02-19,05:00 PM,26
2025-02-19,06:00 PM,27
2025-02-19,07:00 PM,25
2025-02-19,08:00 PM,23
2025-02-19,09:00 PM,21
2025-02-19,10:00 PM,20
2025-02-19,11:00 PM,20
2025-02-20,12:00 AM,19
2025-02-20,01:00 AM,19
2025-02-20,02:00 AM,18
2025-02-20,03:00 AM,16
2025-02-20,04:00 AM,15
2025-02-20,05:00 AM,15
2025-02-20,06:00 AM,14
2025-02-20,07:00 AM,13
2025-02-20,08:00 AM,12
2025-02-20,09:00 AM,14
2025-02-20,10:00 AM,16
2025-02-20,11:00 AM,17
2025-02-20,12:00 PM,20
2025-02-20,01:00 PM,24
2025-02-20,02:00 PM,25
2025-02-20,03:00 PM,28
2025-02-20,04:00 PM,29
2025-02-20,05:00 PM,30
2025-02-20,06:00 PM,31
2025-02-20,07:00 PM,29
2025-02-20,08:00 PM,27
2025-02-20,09:00 PM,26
2025-02-20,10:00 PM,25
2025-02-20,11:00 PM,25
2025-02-21,12:00 AM,24
2025-02-21,01:00 AM,22
2025-02-21,02:00 AM,22
2025-02-21,03:00 AM,22
2025-02-21,04:00 AM,22
2025-02-21,05:00 AM,23
2025-02-21,06:00 AM,22
2025-02-21,07:00 AM,23
2025-02-21,08:00 AM,23
2025-02-21,09:00 AM,25
2025-02-21,10:00 AM,26
2025-02-21,11:00 AM,28
2025-02-21,12:00 PM,28
2025-02-21,01:00 PM,30
2025-02-21,02:00 PM,30
2025-02-21,03:00 PM,32
2025-02-21,04:00 PM,32
2025-02-21,05:00 PM,32
2025-02-21,06:00 PM,33
2025-02-21,07:00 PM,32
2025-02-21,08:00 PM,32
2025-02-21,09:00 PM,33
2025-02-21,10:00 PM,32
2025-02-21,11:00 PM,32
2025-02-22,12:00 AM,32
2025-02-22,01:00 AM,32
2025-02-22,02:00 AM,32
2025-02-22,03:00 AM,32
2025-02-22,04:00 AM,32
2025-02-22,05:00 AM,32
2025-02-22,06:00 AM,30
2025-02-22,07:00 AM,28
2025-02-22,08:00 AM,28
2025-02-22,09:00 AM,32
2025-02-22,10:00 AM,34
2025-02-22,11:00 AM,36
2025-02-22,12:00 PM,39
2025-02-22,01:00 PM,42
2025-02-22,02:00 PM,46
2025-02-22,03:00 PM,48
2025-02-22,04:00 PM,50
2025-02-22,05:00 PM,51
2025-02-22,06:00 PM,51
2025-02-22,07:00 PM,49
2025-02-22,08:00 PM,45
2025-02-22,09:00 PM,43
2025-02-22,10:00 PM,43
2025-02-22,11:00 PM,41
2025-02-23,12:00 AM,41
2025-02-23,01:00 AM,43

